0.015996 -2.00883
0.015996 -2.00883
0.047998 -1.91024
0.047998 -1.91024
0.064002 -1.85878
0.064002 -1.85878
0.083992 -1.80099
0.083992 -1.80099
0.099994 -1.75471
0.099994 -1.75471
0.13199 -1.65887
0.13199 -1.65887
0.148044 -1.61171
0.148044 -1.61171
0.163985 -1.56988
0.163985 -1.56988
0.199989 -1.45562
0.216003 -1.42023
0.216003 -1.42023
0.216003 -1.42023
0.231988 -1.37286
0.247977 -1.32905
0.247977 -1.32905
0.267985 -1.2752
0.267985 -1.2752
0.283993 -1.24041
0.283993 -1.24041
0.29999 -1.19008
0.29999 -1.19008
0.331993 -1.10313
0.331993 -1.10313
0.351992 -1.05671
0.351992 -1.05671
0.367988 -1.01335
0.367988 -1.01335
0.384015 -0.968849
0.399996 -0.926661
0.399996 -0.926661
0.415993 -0.88972
0.415993 -0.88972
0.451991 -0.800453
0.467989 -0.764588
0.484038 -0.729552
0.484038 -0.729552
0.500005 -0.69065
0.515991 -0.657998
0.515991 -0.657998
0.535996 -0.612832
0.551985 -0.581731
0.551985 -0.581731
0.551985 -0.581731
0.567983 -0.54377
0.567983 -0.54377
0.583988 -0.512841
0.583988 -0.512841
0.599979 -0.47754
0.599979 -0.47754
0.619983 -0.442054
