-2.00883 0.0294074 0.571599 
-2.00883 0.0294074 0.571599 
-1.91024 0.0299309 0.668507 
-1.91024 0.0299309 0.668507 
-1.85878 0.0298513 0.713088 
-1.85878 0.0298513 0.713088 
-1.80099 0.0292849 0.762039 
-1.80099 0.0292849 0.762039 
-1.75471 0.0294637 0.798028 
-1.75471 0.0294637 0.798028 
-1.65887 0.0275929 0.857695 
-1.65887 0.0275929 0.857695 
-1.61171 0.0268633 0.882457 
-1.61171 0.0268633 0.882457 
-1.56988 0.0257132 0.907346 
-1.56988 0.0257132 0.907346 
-1.45562 0.0266047 0.944771 
-1.42023 0.0255505 0.958213 
-1.42023 0.0255505 0.958213 
-1.42023 0.0255505 0.958213 
-1.37286 0.0246097 0.969564 
-1.32905 0.0235514 0.977669 
-1.32905 0.0235514 0.977669 
-1.2752 0.0226766 0.980417 
-1.2752 0.0226766 0.980417 
-1.24041 0.024347 0.984687 
-1.24041 0.024347 0.984687 
-1.19008 0.0220624 0.98111 
-1.19008 0.0220624 0.98111 
-1.10313 0.0215087 0.971601 
-1.10313 0.0215087 0.971601 
-1.05671 0.0230789 0.9618 
-1.05671 0.0230789 0.9618 
-1.01335 0.021442 0.949064 
-1.01335 0.021442 0.949064 
-0.968849 0.0212419 0.93306 
-0.926661 0.0210412 0.915642 
-0.926661 0.0210412 0.915642 
-0.88972 0.0210136 0.896031 
-0.88972 0.0210136 0.896031 
-0.800453 0.022356 0.843899 
-0.764588 0.0212874 0.815632 
-0.729552 0.0218309 0.784568 
-0.729552 0.0218309 0.784568 
-0.69065 0.0203757 0.75209 
-0.657998 0.020394 0.719338 
-0.657998 0.020394 0.719338 
-0.612832 0.0198696 0.674107 
-0.581731 0.0205996 0.636133 
-0.581731 0.0205996 0.636133 
-0.581731 0.0205996 0.636133 
-0.54377 0.0205221 0.593914 
-0.54377 0.0205221 0.593914 
-0.512841 0.0194893 0.552885 
-0.512841 0.0194893 0.552885 
-0.47754 0.0163079 0.509252 
-0.47754 0.0163079 0.509252 
-0.442054 0.0190041 0.456414
