0.003962 -0.20141
0.003962 -0.20141
0.003962 -0.20141
0.003962 -0.20141
0.051998 -0.206525
0.067965 -0.207782
0.06799 -0.20778
0.084024 -0.207958
0.084024 -0.207958
0.100016 -0.210448
0.100016 -0.210448
0.11603 -0.213386
0.132031 -0.215537
0.132031 -0.215537
0.151994 -0.212265
0.152016 -0.212266
0.167995 -0.214077
0.184004 -0.214867
0.184004 -0.214867
0.199993 -0.21654
0.199993 -0.21654
0.219954 -0.215034
0.23595 -0.213385
0.252018 -0.212288
0.255976 -0.212479
0.268015 -0.214542
0.271955 -0.215051
0.284061 -0.21452
0.287966 -0.214424
0.303963 -0.218024
0.319954 -0.216003
0.319954 -0.216003
0.335988 -0.216426
0.335988 -0.216426
0.355997 -0.217249
0.368037 -0.216256
0.383996 -0.215946
0.387962 -0.216025
0.387962 -0.216025
0.404012 -0.216775
0.419956 -0.215379
0.419956 -0.215379
0.435995 -0.214202
0.439957 -0.214199
0.45197 -0.213906
0.45197 -0.213906
0.455966 -0.213781
0.467998 -0.213561
0.467998 -0.213561
0.484033 -0.214136
0.484033 -0.214136
0.503973 -0.213815
0.503973 -0.213815
0.520001 -0.214088
0.520001 -0.214088
0.520001 -0.214088
0.53601 -0.212794
0.53601 -0.212794
0.53601 -0.212794
0.567979 -0.211996
0.587993 -0.209725
0.587993 -0.209725
0.587993 -0.209725
0.620002 -0.211108
0.620002 -0.211108
0.635997 -0.210037
0.635997 -0.210037
0.635997 -0.210037
0.667979 -0.208517
0.667979 -0.208531
0.687964 -0.205587
0.703993 -0.20691
0.707952 -0.207423
0.707952 -0.207423
0.707952 -0.207423
0.707952 -0.207423
0.707952 -0.207423
0.720007 -0.210599
0.739946 -0.214054
0.771971 -0.227197
