0 -1.92311
0.015994 -1.92233
0.031984 -1.89412
0.031984 -1.89412
0.031984 -1.89412
0.051988 -1.84593
0.051988 -1.84593
0.051988 -1.84593
0.085808 -1.77914
0.100001 -1.73745
0.101749 -1.73234
0.121767 -1.68967
0.136004 -1.65602
0.137776 -1.65336
0.151987 -1.62619
0.16801 -1.58894
0.183993 -1.55711
0.183993 -1.55711
0.199993 -1.52741
0.216 -1.48791
0.216 -1.48791
0.236002 -1.44622
0.251987 -1.41938
0.251987 -1.41938
0.267989 -1.39047
0.267989 -1.39047
0.284007 -1.35751
0.284007 -1.35751
0.300002 -1.31969
0.320003 -1.28401
0.320003 -1.28401
0.335993 -1.25642
0.335993 -1.25642
0.35199 -1.22184
0.35199 -1.22184
0.368 -1.19056
0.383988 -1.15921
0.383988 -1.15921
0.383988 -1.15921
0.403992 -1.12908
0.42 -1.09733
0.42 -1.09733
0.436008 -1.06621
0.436008 -1.06621
0.452004 -1.03174
0.473749 -0.99785
0.483983 -0.978323
0.489754 -0.964553
0.489754 -0.964553
0.503987 -0.931125
0.505767 -0.928414
0.519986 -0.912046
0.52178 -0.909292
0.535996 -0.882322
0.537769 -0.878456
0.551992 -0.853169
0.557771 -0.845242
0.567983 -0.828327
0.588013 -0.791125
0.588013 -0.791125
0.588013 -0.791125
0.620016 -0.738318
0.620016 -0.738318
0.635989 -0.722611
0.635989 -0.722611
0.635989 -0.722611
0.63774 -0.720415
0.651978 -0.695344
0.672047 -0.667142
0.672047 -0.667142
0.703981 -0.630792
0.719998 -0.598665
0.719998 -0.598665
0.741751 -0.572153
