0 0.779119
0.015994 0.816813
0.031984 0.861748
0.031984 0.861748
0.031984 0.861748
0.051988 0.896977
0.051988 0.896977
0.051988 0.896977
0.085808 0.968134
0.100001 0.994057
0.101749 0.996764
0.121767 1.01846
0.136004 1.03008
0.137776 1.03184
0.151987 1.04779
0.16801 1.06692
0.183993 1.08064
0.183993 1.08064
0.199993 1.08974
0.216 1.09691
0.216 1.09691
0.236002 1.09879
0.251987 1.10145
0.251987 1.10145
0.267989 1.10289
0.267989 1.10289
0.284007 1.10085
0.284007 1.10085
0.300002 1.09254
0.320003 1.08168
0.320003 1.08168
0.335993 1.0699
0.335993 1.0699
0.35199 1.05465
0.35199 1.05465
0.368 1.03928
0.383988 1.02071
0.383988 1.02071
0.383988 1.02071
0.403992 0.996909
0.42 0.971184
0.42 0.971184
0.436008 0.943608
0.436008 0.943608
0.452004 0.912827
0.473749 0.870793
0.483983 0.84974
0.489754 0.837771
0.489754 0.837771
0.503987 0.806762
0.505767 0.802465
0.519986 0.76717
0.52178 0.762207
0.535996 0.723118
0.537769 0.718205
0.551992 0.681286
0.557771 0.667892
0.567983 0.639582
0.588013 0.584349
0.588013 0.584349
0.588013 0.584349
0.620016 0.480292
0.620016 0.480292
0.635989 0.427746
0.635989 0.427746
0.635989 0.427746
0.63774 0.422249
0.651978 0.373972
0.672047 0.306646
0.672047 0.306646
0.703981 0.192818
0.719998 0.141891
0.719998 0.141891
0.741751 0.118453
